scenario,region,variables,unit,2019,2030,2040,2050,2060
Sobriety - N2,FR,Production|Gaseous fuel|Low to high,%,1,1,1,1,1
Sobriety - N2,FR,Production|Liquid fuel|Diesel|Biodiesel,%,7,12,56,100,100
Sobriety - N2,FR,Production|Liquid fuel|Diesel|Diesel,%,93,88,44,0,0
Sobriety - N2,FR,Production|Liquid fuel|Petrol|Bioethanol,%,7,12,56,100,100
Sobriety - N2,FR,Production|Liquid fuel|Petrol|Petrol,%,93,88,44,0,0
Extensive reindustrialization - M0,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Extensive reindustrialization - M1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Extensive reindustrialization - M23,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Extensive reindustrialization - N03,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Extensive reindustrialization - N1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Extensive reindustrialization - N2,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Reference - M0,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Reference - M1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Reference - M23,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Reference - N1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Reference - N2,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Reference - N03,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Sobriety - M0,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Sobriety - M1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Sobriety - M23,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Sobriety - N03,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Sobriety - N1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Sobriety - N2,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,87.5,95,95,95
Extensive reindustrialization - M0,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Extensive reindustrialization - M1,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Extensive reindustrialization - M23,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Extensive reindustrialization - N03,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Extensive reindustrialization - N1,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Extensive reindustrialization - N2,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Reference - M0,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Reference - M1,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Reference - M23,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Reference - N1,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Reference - N2,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Reference - N03,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Sobriety - M0,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Sobriety - M1,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Sobriety - M23,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Sobriety - N03,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Sobriety - N1,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Sobriety - N2,FR,Efficiency|Storage|Battery|Charge,%,85,90,90,90,90
Extensive reindustrialization - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Extensive reindustrialization - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Extensive reindustrialization - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Extensive reindustrialization - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Extensive reindustrialization - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Extensive reindustrialization - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Reference - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Reference - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Reference - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Reference - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Reference - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Reference - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Sobriety - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Sobriety - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Sobriety - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Sobriety - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Sobriety - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Sobriety - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,66,67,70,70
Extensive reindustrialization - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Extensive reindustrialization - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Extensive reindustrialization - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Extensive reindustrialization - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Extensive reindustrialization - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Extensive reindustrialization - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Reference - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Reference - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Reference - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Reference - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Reference - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Reference - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Sobriety - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Sobriety - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Sobriety - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Sobriety - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Sobriety - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Sobriety - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,66,67,70,70
Extensive reindustrialization - M0,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0.3,0.6,1.9,1.9
Extensive reindustrialization - M1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0.3,0.6,1.9,1.9
Extensive reindustrialization - M23,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0.3,0.6,1.9,1.8
Extensive reindustrialization - N03,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0.3,0.6,1.8,1.8
Extensive reindustrialization - N1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0.3,0.6,1.9,1.9
Extensive reindustrialization - N2,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0.3,0.6,1.8,1.8
Reference - M0,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0,0.7,1.9,1.9
Reference - M1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0,0.7,1.9,1.9
Reference - M23,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0,0.7,1.9,1.9
Reference - N1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0,0.7,1.9,1.9
Reference - N2,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0,0.7,1.8,1.8
Reference - N03,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0,0.6,1.8,1.8
Sobriety - M0,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0.3,0.5,1.3,1.3
Sobriety - M1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0.3,0.5,1.3,1.3
Sobriety - M23,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0.3,0.5,1.2,1.3
Sobriety - N03,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0.3,0.5,1.2,1.2
Sobriety - N1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0.3,0.5,1.2,1.3
Sobriety - N2,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0.3,0.5,1.2,1.2
Extensive reindustrialization - M0,FR,Production|Electricity|Storage|Battery,TWh/year,0,7.4,14.8,28.8,43.5
Extensive reindustrialization - M1,FR,Production|Electricity|Storage|Battery,TWh/year,0,6.6,13.1,30.4,53.8
Extensive reindustrialization - M23,FR,Production|Electricity|Storage|Battery,TWh/year,0,3.9,7.7,14.3,24
Extensive reindustrialization - N03,FR,Production|Electricity|Storage|Battery,TWh/year,0,0,0,3.7,3.7
Extensive reindustrialization - N1,FR,Production|Electricity|Storage|Battery,TWh/year,0,2.1,4.2,13.5,21
Extensive reindustrialization - N2,FR,Production|Electricity|Storage|Battery,TWh/year,0,2.5,4.9,9.8,9.9
Reference - M0,FR,Production|Electricity|Storage|Battery,TWh/year,0,0.2,13.9,27.5,39.5
Reference - M1,FR,Production|Electricity|Storage|Battery,TWh/year,0,0.2,8.9,21.7,43.5
Reference - M23,FR,Production|Electricity|Storage|Battery,TWh/year,0,0.2,4.4,11.8,20
Reference - N1,FR,Production|Electricity|Storage|Battery,TWh/year,0,0.2,0,7.7,11.4
Reference - N2,FR,Production|Electricity|Storage|Battery,TWh/year,0,0.2,0,0.2,0.2
Reference - N03,FR,Production|Electricity|Storage|Battery,TWh/year,0,0.3,0,0,0
Sobriety - M0,FR,Production|Electricity|Storage|Battery,TWh/year,0,0,0,22.7,30.2
Sobriety - M1,FR,Production|Electricity|Storage|Battery,TWh/year,0,0,0,15,28.4
Sobriety - M23,FR,Production|Electricity|Storage|Battery,TWh/year,0,0,0,9.3,18.2
Sobriety - N03,FR,Production|Electricity|Storage|Battery,TWh/year,0,0,0,0,0
Sobriety - N1,FR,Production|Electricity|Storage|Battery,TWh/year,0,0,0,1.5,4.3
Sobriety - N2,FR,Production|Electricity|Storage|Battery,TWh/year,0,0,0,0,0
Extensive reindustrialization - M0,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Extensive reindustrialization - M1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Extensive reindustrialization - M23,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Extensive reindustrialization - N03,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Extensive reindustrialization - N1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Extensive reindustrialization - N2,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Reference - M0,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Reference - M1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Reference - M23,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Reference - N1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Reference - N2,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Reference - N03,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Sobriety - M0,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Sobriety - M1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Sobriety - M23,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Sobriety - N03,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Sobriety - N1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Sobriety - N2,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,75,80,80,80
Extensive reindustrialization - M0,FR,placeholder,placeholder,1,1,1,1,1
Extensive reindustrialization - M1,FR,placeholder,placeholder,1,1,1,1,1
Extensive reindustrialization - M23,FR,placeholder,placeholder,1,1,1,1,1
Extensive reindustrialization - N03,FR,placeholder,placeholder,1,1,1,1,1
Extensive reindustrialization - N1,FR,placeholder,placeholder,1,1,1,1,1
Extensive reindustrialization - N2,FR,placeholder,placeholder,1,1,1,1,1
Reference - M0,FR,placeholder,placeholder,1,1,1,1,1
Reference - M1,FR,placeholder,placeholder,1,1,1,1,1
Reference - M23,FR,placeholder,placeholder,1,1,1,1,1
Reference - N1,FR,placeholder,placeholder,1,1,1,1,1
Reference - N2,FR,placeholder,placeholder,1,1,1,1,1
Reference - N03,FR,placeholder,placeholder,1,1,1,1,1
Sobriety - M0,FR,placeholder,placeholder,1,1,1,1,1
Sobriety - M1,FR,placeholder,placeholder,1,1,1,1,1
Sobriety - M23,FR,placeholder,placeholder,1,1,1,1,1
Sobriety - N03,FR,placeholder,placeholder,1,1,1,1,1
Sobriety - N1,FR,placeholder,placeholder,1,1,1,1,1
Sobriety - N2,FR,placeholder,placeholder,1,1,1,1,1
Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0,3.7,2.3,0.9,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,4.1,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,8.9,7.9,4.9,1.9,1.9
Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,0,5.9,5.5,4.9,4.9
Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,7.2,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Ammonia,TWh/year,0.7,0.6,0.6,0.5,0.5
Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Electrolysis,TWh/year,0,1,1,1,1
Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Steam methane reforming,TWh/year,1,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Coking,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Oil refining,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Chlore,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Chemicals,TWh/year,0.6,0.6,0.6,0.6,0.6
Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Ammonia,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Electrolysis,TWh/year,0,1.5,2,5,5
Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Steam methane reforming,TWh/year,1,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Co-produced|Coking,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Co-produced|Oil refining,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Co-produced|Chlore,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Co-produced|Chemicals,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Co-produced|Ammonia,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Electrolysis,TWh/year,0,0.3,0.3,0.3,0.3
Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Steam methane reforming,TWh/year,0.3,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Co-produced|Coking,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Co-produced|Oil refining,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Co-produced|Chlore,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Co-produced|Chemicals,TWh/year,0,0,0,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Co-produced|Ammonia,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0,3.7,2.3,0.9,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,4.1,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,8.9,7.9,4.9,1.9,1.9
Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,0,5.9,5.5,4.9,4.9
Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,7.2,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Ammonia,TWh/year,0.7,0.6,0.6,0.5,0.5
Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Electrolysis,TWh/year,0,1,1,1,1
Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Steam methane reforming,TWh/year,1,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Coking,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Oil refining,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Chlore,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Chemicals,TWh/year,0.6,0.6,0.6,0.6,0.6
Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Ammonia,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Electrolysis,TWh/year,0,1.5,2,5,5
Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Steam methane reforming,TWh/year,1,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Co-produced|Coking,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Co-produced|Oil refining,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Co-produced|Chlore,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Co-produced|Chemicals,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Co-produced|Ammonia,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Electrolysis,TWh/year,0,0.3,0.3,0.3,0.3
Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Steam methane reforming,TWh/year,0.3,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Co-produced|Coking,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Co-produced|Oil refining,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Co-produced|Chlore,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Co-produced|Chemicals,TWh/year,0,0,0,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Co-produced|Ammonia,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0,3.7,2.3,0.9,0
Reference - M0,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,4.1,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,8.9,7.9,4.9,1.9,1.9
Reference - M0,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,0,5.9,5.5,4.9,4.9
Reference - M0,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,7.2,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Ammonia|Co-produced|Ammonia,TWh/year,0.7,0.6,0.6,0.5,0.5
Reference - M0,FR,Production|Hydrogen|Chemicals|Electrolysis,TWh/year,0,1,1,1,1
Reference - M0,FR,Production|Hydrogen|Chemicals|Steam methane reforming,TWh/year,1,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Chemicals|Co-produced|Coking,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Chemicals|Co-produced|Oil refining,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Chemicals|Co-produced|Chlore,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Chemicals|Co-produced|Chemicals,TWh/year,0.6,0.6,0.6,0.6,0.6
Reference - M0,FR,Production|Hydrogen|Chemicals|Co-produced|Ammonia,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Steel|Electrolysis,TWh/year,0,1.5,2,5,5
Reference - M0,FR,Production|Hydrogen|Steel|Steam methane reforming,TWh/year,1,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Steel|Co-produced|Coking,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Steel|Co-produced|Oil refining,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Steel|Co-produced|Chlore,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Steel|Co-produced|Chemicals,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Steel|Co-produced|Ammonia,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Others|Electrolysis,TWh/year,0,0.3,0.3,0.3,0.3
Reference - M0,FR,Production|Hydrogen|Others|Steam methane reforming,TWh/year,0.3,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Others|Co-produced|Coking,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Others|Co-produced|Oil refining,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Others|Co-produced|Chlore,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Others|Co-produced|Chemicals,TWh/year,0,0,0,0,0
Reference - M0,FR,Production|Hydrogen|Others|Co-produced|Ammonia,TWh/year,0,0,0,0,0
Reference - M1,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0,3.7,2.3,0.9,0
Reference - M1,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,4.1,0,0,0,0
Reference - M1,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0,0,0,0
Reference - M1,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,8.9,7.9,4.9,1.9,1.9
Reference - M1,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0,0,0,0
Reference - M1,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0,0,0,0
Reference - M1,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0,0,0,0
Reference - M1,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,0,5.9,5.5,4.9,4.9
Reference - M1,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,7.2,0,0,0,0
Reference - M1,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0,0,0,0
Reference - M1,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0,0,0,0
Reference - M1,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0,0,0,0
Reference - M1,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0,0,0,0
